client_id,event_type,entity_id,amount,region,device_id
seller_normal_a,shipment_updated,ORD-seller_normal_a-000169,1453,IN-North,dev_010
seller_normal_a,order_created,ORD-seller_normal_a-000170,1490,IN-South,dev_011
seller_normal_a,shipment_updated,ORD-seller_normal_a-000171,1527,IN-North,dev_012
seller_normal_a,order_created,ORD-seller_normal_a-000172,1564,IN-South,dev_013
seller_normal_a,shipment_updated,ORD-seller_normal_a-000173,1601,IN-North,dev_014
seller_normal_a,order_created,ORD-seller_normal_a-000174,1638,IN-South,dev_015
seller_normal_a,shipment_updated,ORD-seller_normal_a-000175,1675,IN-North,dev_016
seller_normal_a,order_created,ORD-seller_normal_a-000176,1712,IN-South,dev_017
seller_normal_a,shipment_updated,ORD-seller_normal_a-000177,1749,IN-North,dev_018
seller_normal_a,order_created,ORD-seller_normal_a-000178,1786,IN-South,dev_019
seller_normal_a,shipment_updated,ORD-seller_normal_a-000179,1823,IN-North,dev_020
seller_normal_a,order_created,ORD-seller_normal_a-000180,1860,IN-South,dev_021
seller_normal_a,shipment_updated,ORD-seller_normal_a-000181,1897,IN-North,dev_022
seller_normal_a,order_created,ORD-seller_normal_a-000182,1934,IN-South,dev_023
seller_normal_a,shipment_updated,ORD-seller_normal_a-000183,1971,IN-North,dev_024
seller_normal_a,order_created,ORD-seller_normal_a-000184,2008,IN-South,dev_025
seller_normal_a,shipment_updated,ORD-seller_normal_a-000185,2045,IN-North,dev_026
seller_normal_a,order_created,ORD-seller_normal_a-000186,2082,IN-South,dev_027
seller_normal_a,shipment_updated,ORD-seller_normal_a-000187,2119,IN-North,dev_028
seller_normal_a,order_created,ORD-seller_normal_a-000188,2156,IN-South,dev_029
seller_normal_a,shipment_updated,ORD-seller_normal_a-000189,2193,IN-North,dev_030
seller_normal_a,order_created,ORD-seller_normal_a-000190,2230,IN-South,dev_031
seller_normal_a,shipment_updated,ORD-seller_normal_a-000191,2267,IN-North,dev_032
seller_normal_a,order_created,ORD-seller_normal_a-000192,2304,IN-South,dev_033
seller_normal_a,shipment_updated,ORD-seller_normal_a-000193,2341,IN-North,dev_034
seller_normal_a,order_created,ORD-seller_normal_a-000194,2378,IN-South,dev_035
seller_normal_a,shipment_updated,ORD-seller_normal_a-000195,2415,IN-North,dev_036
seller_normal_a,order_created,ORD-seller_normal_a-000196,2452,IN-South,dev_037
seller_normal_a,shipment_updated,ORD-seller_normal_a-000197,2489,IN-North,dev_038
seller_normal_a,order_created,ORD-seller_normal_a-000198,2526,IN-South,dev_039
seller_normal_a,shipment_updated,ORD-seller_normal_a-000199,2563,IN-North,dev_040
seller_normal_a,order_created,ORD-seller_normal_a-000200,2600,IN-South,dev_001
seller_normal_a,shipment_updated,ORD-seller_normal_a-000201,2637,IN-North,dev_002
seller_normal_a,order_created,ORD-seller_normal_a-000202,2674,IN-South,dev_003
seller_normal_a,shipment_updated,ORD-seller_normal_a-000203,2711,IN-North,dev_004
seller_normal_a,order_created,ORD-seller_normal_a-000204,2748,IN-South,dev_005
seller_normal_a,shipment_updated,ORD-seller_normal_a-000205,2785,IN-North,dev_006
seller_normal_a,order_created,ORD-seller_normal_a-000206,2822,IN-South,dev_007
seller_normal_a,shipment_updated,ORD-seller_normal_a-000207,2859,IN-North,dev_008
seller_normal_a,order_created,ORD-seller_normal_a-000208,2896,IN-South,dev_009
seller_normal_a,shipment_updated,ORD-seller_normal_a-000209,2933,IN-North,dev_010
seller_normal_a,order_created,ORD-seller_normal_a-000210,2970,IN-South,dev_011
seller_normal_a,shipment_updated,ORD-seller_normal_a-000211,3007,IN-North,dev_012
seller_normal_a,order_created,ORD-seller_normal_a-000212,3044,IN-South,dev_013
seller_normal_a,shipment_updated,ORD-seller_normal_a-000213,3081,IN-North,dev_014
seller_normal_a,order_created,ORD-seller_normal_a-000214,3118,IN-South,dev_015
seller_normal_a,shipment_updated,ORD-seller_normal_a-000215,3155,IN-North,dev_016
seller_normal_a,order_created,ORD-seller_normal_a-000216,3192,IN-South,dev_017
seller_normal_a,shipment_updated,ORD-seller_normal_a-000217,3229,IN-North,dev_018
seller_normal_a,order_created,ORD-seller_normal_a-000218,3266,IN-South,dev_019
seller_normal_a,shipment_updated,ORD-seller_normal_a-000219,3303,IN-North,dev_020
seller_normal_a,order_created,ORD-seller_normal_a-000220,3340,IN-South,dev_021
seller_normal_a,shipment_updated,ORD-seller_normal_a-000221,3377,IN-North,dev_022
seller_normal_a,order_created,ORD-seller_normal_a-000222,3414,IN-South,dev_023
seller_normal_a,shipment_updated,ORD-seller_normal_a-000223,3451,IN-North,dev_024
seller_normal_a,order_created,ORD-seller_normal_a-000224,3488,IN-South,dev_025
seller_normal_a,shipment_updated,ORD-seller_normal_a-000225,3525,IN-North,dev_026
seller_normal_a,order_created,ORD-seller_normal_a-000226,3562,IN-South,dev_027
seller_normal_a,shipment_updated,ORD-seller_normal_a-000227,3599,IN-North,dev_028
seller_normal_a,order_created,ORD-seller_normal_a-000228,3636,IN-South,dev_029
seller_normal_a,shipment_updated,ORD-seller_normal_a-000229,3673,IN-North,dev_030
seller_normal_a,order_created,ORD-seller_normal_a-000230,3710,IN-South,dev_031
seller_normal_a,shipment_updated,ORD-seller_normal_a-000231,3747,IN-North,dev_032
seller_normal_a,order_created,ORD-seller_normal_a-000232,3784,IN-South,dev_033
seller_normal_a,shipment_updated,ORD-seller_normal_a-000233,3821,IN-North,dev_034
seller_normal_a,order_created,ORD-seller_normal_a-000234,3858,IN-South,dev_035
seller_normal_a,shipment_updated,ORD-seller_normal_a-000235,3895,IN-North,dev_036
seller_normal_a,order_created,ORD-seller_normal_a-000236,3932,IN-South,dev_037
seller_normal_a,shipment_updated,ORD-seller_normal_a-000237,3969,IN-North,dev_038
seller_normal_a,order_created,ORD-seller_normal_a-000238,4006,IN-South,dev_039
seller_normal_a,shipment_updated,ORD-seller_normal_a-000239,4043,IN-North,dev_040
seller_normal_a,order_created,ORD-seller_normal_a-000240,4080,IN-South,dev_001
seller_normal_a,shipment_updated,ORD-seller_normal_a-000241,4117,IN-North,dev_002
seller_normal_a,order_created,ORD-seller_normal_a-000242,4154,IN-South,dev_003
seller_normal_a,shipment_updated,ORD-seller_normal_a-000243,4191,IN-North,dev_004
seller_normal_a,order_created,ORD-seller_normal_a-000244,4228,IN-South,dev_005
seller_normal_a,shipment_updated,ORD-seller_normal_a-000245,4265,IN-North,dev_006
seller_normal_a,order_created,ORD-seller_normal_a-000246,4302,IN-South,dev_007
seller_normal_a,shipment_updated,ORD-seller_normal_a-000247,4339,IN-North,dev_008
seller_normal_a,order_created,ORD-seller_normal_a-000248,4376,IN-South,dev_009
seller_normal_a,shipment_updated,ORD-seller_normal_a-000249,4413,IN-North,dev_010
seller_normal_a,order_created,ORD-seller_normal_a-000250,4450,IN-South,dev_011
seller_normal_a,shipment_updated,ORD-seller_normal_a-000251,4487,IN-North,dev_012
seller_normal_a,order_created,ORD-seller_normal_a-000252,4524,IN-South,dev_013
seller_normal_a,shipment_updated,ORD-seller_normal_a-000253,4561,IN-North,dev_014
seller_normal_a,order_created,ORD-seller_normal_a-000254,4598,IN-South,dev_015
seller_normal_a,shipment_updated,ORD-seller_normal_a-000255,4635,IN-North,dev_016
seller_normal_a,order_created,ORD-seller_normal_a-000256,4672,IN-South,dev_017
seller_normal_a,shipment_updated,ORD-seller_normal_a-000257,4709,IN-North,dev_018
seller_normal_a,order_created,ORD-seller_normal_a-000258,4746,IN-South,dev_019
seller_normal_a,shipment_updated,ORD-seller_normal_a-000259,4783,IN-North,dev_020
seller_normal_a,order_created,ORD-seller_normal_a-000260,4820,IN-South,dev_021
seller_normal_a,shipment_updated,ORD-seller_normal_a-000261,4857,IN-North,dev_022
seller_normal_a,order_created,ORD-seller_normal_a-000262,4894,IN-South,dev_023
seller_normal_a,shipment_updated,ORD-seller_normal_a-000263,4931,IN-North,dev_024
seller_normal_a,order_created,ORD-seller_normal_a-000264,4968,IN-South,dev_025
seller_normal_a,shipment_updated,ORD-seller_normal_a-000265,105,IN-North,dev_026
seller_normal_a,order_created,ORD-seller_normal_a-000266,142,IN-South,dev_027
seller_normal_a,shipment_updated,ORD-seller_normal_a-000267,179,IN-North,dev_028
seller_normal_a,order_created,ORD-seller_normal_a-000268,216,IN-South,dev_029
seller_normal_a,shipment_updated,ORD-seller_normal_a-000269,253,IN-North,dev_030
seller_normal_a,order_created,ORD-seller_normal_a-000270,290,IN-South,dev_031
seller_normal_a,shipment_updated,ORD-seller_normal_a-000271,327,IN-North,dev_032
seller_normal_a,order_created,ORD-seller_normal_a-000272,364,IN-South,dev_033
seller_normal_a,shipment_updated,ORD-seller_normal_a-000273,401,IN-North,dev_034
seller_normal_a,order_created,ORD-seller_normal_a-000274,438,IN-South,dev_035
seller_normal_a,shipment_updated,ORD-seller_normal_a-000275,475,IN-North,dev_036
seller_normal_a,order_created,ORD-seller_normal_a-000276,512,IN-South,dev_037
seller_normal_a,shipment_updated,ORD-seller_normal_a-000277,549,IN-North,dev_038
seller_normal_a,order_created,ORD-seller_normal_a-000278,586,IN-South,dev_039
seller_normal_a,shipment_updated,ORD-seller_normal_a-000279,623,IN-North,dev_040
seller_normal_a,order_created,ORD-seller_normal_a-000280,660,IN-South,dev_001
seller_normal_a,shipment_updated,ORD-seller_normal_a-000281,697,IN-North,dev_002
seller_normal_a,order_created,ORD-seller_normal_a-000282,734,IN-South,dev_003
seller_normal_a,shipment_updated,ORD-seller_normal_a-000283,771,IN-North,dev_004
seller_normal_a,order_created,ORD-seller_normal_a-000284,808,IN-South,dev_005
seller_normal_a,shipment_updated,ORD-seller_normal_a-000285,845,IN-North,dev_006
seller_normal_a,order_created,ORD-seller_normal_a-000286,882,IN-South,dev_007
seller_normal_a,shipment_updated,ORD-seller_normal_a-000287,919,IN-North,dev_008
seller_normal_a,order_created,ORD-seller_normal_a-000288,956,IN-South,dev_009
seller_normal_a,shipment_updated,ORD-seller_normal_a-000289,993,IN-North,dev_010
seller_normal_a,order_created,ORD-seller_normal_a-000290,1030,IN-South,dev_011
seller_normal_a,shipment_updated,ORD-seller_normal_a-000291,1067,IN-North,dev_012
seller_normal_a,order_created,ORD-seller_normal_a-000292,1104,IN-South,dev_013
seller_normal_a,shipment_updated,ORD-seller_normal_a-000293,1141,IN-North,dev_014
seller_normal_a,order_created,ORD-seller_normal_a-000294,1178,IN-South,dev_015
seller_normal_a,shipment_updated,ORD-seller_normal_a-000295,1215,IN-North,dev_016
seller_normal_a,order_created,ORD-seller_normal_a-000296,1252,IN-South,dev_017
seller_normal_a,shipment_updated,ORD-seller_normal_a-000297,1289,IN-North,dev_018
seller_normal_a,order_created,ORD-seller_normal_a-000298,1326,IN-South,dev_019
seller_normal_a,shipment_updated,ORD-seller_normal_a-000299,1363,IN-North,dev_020
seller_normal_a,order_created,ORD-seller_normal_a-000300,1400,IN-South,dev_021
seller_normal_a,shipment_updated,ORD-seller_normal_a-000301,1437,IN-North,dev_022
seller_normal_a,order_created,ORD-seller_normal_a-000302,1474,IN-South,dev_023
seller_normal_a,shipment_updated,ORD-seller_normal_a-000303,1511,IN-North,dev_024
seller_normal_a,order_created,ORD-seller_normal_a-000304,1548,IN-South,dev_025
seller_normal_a,shipment_updated,ORD-seller_normal_a-000305,1585,IN-North,dev_026
seller_normal_a,order_created,ORD-seller_normal_a-000306,1622,IN-South,dev_027
seller_normal_a,shipment_updated,ORD-seller_normal_a-000307,1659,IN-North,dev_028
seller_normal_a,order_created,ORD-seller_normal_a-000308,1696,IN-South,dev_029
seller_normal_a,shipment_updated,ORD-seller_normal_a-000309,1733,IN-North,dev_030
seller_normal_a,order_created,ORD-seller_normal_a-000310,1770,IN-South,dev_031
seller_normal_a,shipment_updated,ORD-seller_normal_a-000311,1807,IN-North,dev_032
seller_normal_a,order_created,ORD-seller_normal_a-000312,1844,IN-South,dev_033
seller_normal_a,shipment_updated,ORD-seller_normal_a-000313,1881,IN-North,dev_034
seller_normal_a,order_created,ORD-seller_normal_a-000314,1918,IN-South,dev_035
seller_normal_a,shipment_updated,ORD-seller_normal_a-000315,1955,IN-North,dev_036
seller_normal_a,order_created,ORD-seller_normal_a-000316,1992,IN-South,dev_037
seller_normal_a,shipment_updated,ORD-seller_normal_a-000317,2029,IN-North,dev_038
seller_normal_a,order_created,ORD-seller_normal_a-000318,2066,IN-South,dev_039
seller_normal_a,shipment_updated,ORD-seller_normal_a-000319,2103,IN-North,dev_040
seller_normal_a,order_created,ORD-seller_normal_a-000320,2140,IN-South,dev_001
seller_normal_a,shipment_updated,ORD-seller_normal_a-000321,2177,IN-North,dev_002
seller_normal_a,order_created,ORD-seller_normal_a-000322,2214,IN-South,dev_003
seller_normal_a,shipment_updated,ORD-seller_normal_a-000323,2251,IN-North,dev_004
seller_normal_a,order_created,ORD-seller_normal_a-000324,2288,IN-South,dev_005
seller_normal_a,shipment_updated,ORD-seller_normal_a-000325,2325,IN-North,dev_006
seller_normal_a,order_created,ORD-seller_normal_a-000326,2362,IN-South,dev_007
seller_normal_a,shipment_updated,ORD-seller_normal_a-000327,2399,IN-North,dev_008
seller_normal_a,order_created,ORD-seller_normal_a-000328,2436,IN-South,dev_009
seller_normal_a,shipment_updated,ORD-seller_normal_a-000329,2473,IN-North,dev_010
seller_normal_a,order_created,ORD-seller_normal_a-000330,2510,IN-South,dev_011
seller_normal_a,shipment_updated,ORD-seller_normal_a-000331,2547,IN-North,dev_012
seller_normal_a,order_created,ORD-seller_normal_a-000332,2584,IN-South,dev_013
seller_normal_a,shipment_updated,ORD-seller_normal_a-000333,2621,IN-North,dev_014
seller_normal_a,order_created,ORD-seller_normal_a-000334,2658,IN-South,dev_015
seller_normal_a,shipment_updated,ORD-seller_normal_a-000335,2695,IN-North,dev_016
seller_normal_a,order_created,ORD-seller_normal_a-000336,2732,IN-South,dev_017
seller_normal_a,shipment_updated,ORD-seller_normal_a-000337,2769,IN-North,dev_018
seller_normal_a,order_created,ORD-seller_normal_a-000338,2806,IN-South,dev_019
