client_id,event_type,entity_id,amount,region,device_id
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000037,1654,IN-North,fresh_dev_038
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000038,1696,IN-South,fresh_dev_039
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000039,1738,IN-North,fresh_dev_040
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000040,1780,IN-South,fresh_dev_041
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000041,1822,IN-North,fresh_dev_042
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000042,1864,IN-South,fresh_dev_043
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000043,1906,IN-North,fresh_dev_044
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000044,1948,IN-South,fresh_dev_045
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000045,1990,IN-North,fresh_dev_046
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000046,2032,IN-South,fresh_dev_047
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000047,2074,IN-North,fresh_dev_048
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000048,2116,IN-South,fresh_dev_049
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000049,2158,IN-North,fresh_dev_050
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000050,2200,IN-South,fresh_dev_051
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000051,2242,IN-North,fresh_dev_052
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000052,2284,IN-South,fresh_dev_053
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000053,2326,IN-North,fresh_dev_054
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000054,2368,IN-South,fresh_dev_055
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000055,2410,IN-North,fresh_dev_056
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000056,2452,IN-South,fresh_dev_057
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000057,2494,IN-North,fresh_dev_058
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000058,2536,IN-South,fresh_dev_059
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000059,2578,IN-North,fresh_dev_060
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000060,2620,IN-South,fresh_dev_061
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000061,2662,IN-North,fresh_dev_062
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000062,2704,IN-South,fresh_dev_063
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000063,2746,IN-North,fresh_dev_064
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000064,2788,IN-South,fresh_dev_065
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000065,2830,IN-North,fresh_dev_066
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000066,2872,IN-South,fresh_dev_067
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000067,2914,IN-North,fresh_dev_068
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000068,2956,IN-South,fresh_dev_069
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000069,2998,IN-North,fresh_dev_070
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000070,3040,IN-South,fresh_dev_071
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000071,3082,IN-North,fresh_dev_072
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000072,3124,IN-South,fresh_dev_073
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000073,3166,IN-North,fresh_dev_074
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000074,3208,IN-South,fresh_dev_075
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000075,3250,IN-North,fresh_dev_076
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000076,3292,IN-South,fresh_dev_077
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000077,3334,IN-North,fresh_dev_078
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000078,3376,IN-South,fresh_dev_079
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000079,3418,IN-North,fresh_dev_080
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000080,3460,IN-South,fresh_dev_001
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000081,3502,IN-North,fresh_dev_002
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000082,3544,IN-South,fresh_dev_003
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000083,3586,IN-North,fresh_dev_004
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000084,3628,IN-South,fresh_dev_005
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000085,3670,IN-North,fresh_dev_006
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000086,3712,IN-South,fresh_dev_007
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000087,3754,IN-North,fresh_dev_008
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000088,3796,IN-South,fresh_dev_009
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000089,3838,IN-North,fresh_dev_010
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000090,3880,IN-South,fresh_dev_011
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000091,3922,IN-North,fresh_dev_012
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000092,3964,IN-South,fresh_dev_013
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000093,4006,IN-North,fresh_dev_014
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000094,4048,IN-South,fresh_dev_015
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000095,4090,IN-North,fresh_dev_016
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000096,4132,IN-South,fresh_dev_017
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000097,4174,IN-North,fresh_dev_018
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000098,4216,IN-South,fresh_dev_019
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000099,4258,IN-North,fresh_dev_020
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000100,4300,IN-South,fresh_dev_021
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000101,4342,IN-North,fresh_dev_022
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000102,4384,IN-South,fresh_dev_023
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000103,4426,IN-North,fresh_dev_024
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000104,4468,IN-South,fresh_dev_025
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000105,4510,IN-North,fresh_dev_026
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000106,4552,IN-South,fresh_dev_027
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000107,4594,IN-North,fresh_dev_028
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000108,4636,IN-South,fresh_dev_029
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000109,4678,IN-North,fresh_dev_030
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000110,4720,IN-South,fresh_dev_031
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000111,4762,IN-North,fresh_dev_032
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000112,4804,IN-South,fresh_dev_033
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000113,4846,IN-North,fresh_dev_034
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000114,4888,IN-South,fresh_dev_035
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000115,4930,IN-North,fresh_dev_036
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000116,4972,IN-South,fresh_dev_037
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000117,5014,IN-North,fresh_dev_038
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000118,5056,IN-South,fresh_dev_039
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000119,5098,IN-North,fresh_dev_040
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000120,5140,IN-South,fresh_dev_041
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000121,5182,IN-North,fresh_dev_042
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000122,5224,IN-South,fresh_dev_043
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000123,5266,IN-North,fresh_dev_044
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000124,5308,IN-South,fresh_dev_045
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000125,5350,IN-North,fresh_dev_046
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000126,5392,IN-South,fresh_dev_047
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000127,5434,IN-North,fresh_dev_048
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000128,5476,IN-South,fresh_dev_049
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000129,5518,IN-North,fresh_dev_050
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000130,5560,IN-South,fresh_dev_051
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000131,5602,IN-North,fresh_dev_052
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000132,5644,IN-South,fresh_dev_053
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000133,5686,IN-North,fresh_dev_054
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000134,5728,IN-South,fresh_dev_055
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000135,5770,IN-North,fresh_dev_056
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000136,5812,IN-South,fresh_dev_057
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000137,5854,IN-North,fresh_dev_058
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000138,5896,IN-South,fresh_dev_059
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000139,5938,IN-North,fresh_dev_060
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000140,5980,IN-South,fresh_dev_061
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000141,122,IN-North,fresh_dev_062
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000142,164,IN-South,fresh_dev_063
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000143,206,IN-North,fresh_dev_064
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000144,248,IN-South,fresh_dev_065
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000145,290,IN-North,fresh_dev_066
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000146,332,IN-South,fresh_dev_067
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000147,374,IN-North,fresh_dev_068
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000148,416,IN-South,fresh_dev_069
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000149,458,IN-North,fresh_dev_070
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000150,500,IN-South,fresh_dev_071
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000151,542,IN-North,fresh_dev_072
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000152,584,IN-South,fresh_dev_073
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000153,626,IN-North,fresh_dev_074
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000154,668,IN-South,fresh_dev_075
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000155,710,IN-North,fresh_dev_076
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000156,752,IN-South,fresh_dev_077
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000157,794,IN-North,fresh_dev_078
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000158,836,IN-South,fresh_dev_079
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000159,878,IN-North,fresh_dev_080
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000160,920,IN-South,fresh_dev_001
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000161,962,IN-North,fresh_dev_002
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000162,1004,IN-South,fresh_dev_003
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000163,1046,IN-North,fresh_dev_004
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000164,1088,IN-South,fresh_dev_005
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000165,1130,IN-North,fresh_dev_006
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000166,1172,IN-South,fresh_dev_007
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000167,1214,IN-North,fresh_dev_008
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000168,1256,IN-South,fresh_dev_009
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000169,1298,IN-North,fresh_dev_010
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000170,1340,IN-South,fresh_dev_011
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000171,1382,IN-North,fresh_dev_012
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000172,1424,IN-South,fresh_dev_013
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000173,1466,IN-North,fresh_dev_014
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000174,1508,IN-South,fresh_dev_015
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000175,1550,IN-North,fresh_dev_016
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000176,1592,IN-South,fresh_dev_017
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000177,1634,IN-North,fresh_dev_018
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000178,1676,IN-South,fresh_dev_019
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000179,1718,IN-North,fresh_dev_020
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000180,1760,IN-South,fresh_dev_021
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000181,1802,IN-North,fresh_dev_022
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000182,1844,IN-South,fresh_dev_023
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000183,1886,IN-North,fresh_dev_024
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000184,1928,IN-South,fresh_dev_025
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000185,1970,IN-North,fresh_dev_026
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000186,2012,IN-South,fresh_dev_027
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000187,2054,IN-North,fresh_dev_028
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000188,2096,IN-South,fresh_dev_029
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000189,2138,IN-North,fresh_dev_030
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000190,2180,IN-South,fresh_dev_031
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000191,2222,IN-North,fresh_dev_032
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000192,2264,IN-South,fresh_dev_033
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000193,2306,IN-North,fresh_dev_034
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000194,2348,IN-South,fresh_dev_035
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000195,2390,IN-North,fresh_dev_036
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000196,2432,IN-South,fresh_dev_037
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000197,2474,IN-North,fresh_dev_038
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000198,2516,IN-South,fresh_dev_039
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000199,2558,IN-North,fresh_dev_040
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000200,2600,IN-South,fresh_dev_041
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000201,2642,IN-North,fresh_dev_042
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000202,2684,IN-South,fresh_dev_043
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000203,2726,IN-North,fresh_dev_044
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000204,2768,IN-South,fresh_dev_045
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000205,2810,IN-North,fresh_dev_046
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000206,2852,IN-South,fresh_dev_047
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000207,2894,IN-North,fresh_dev_048
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000208,2936,IN-South,fresh_dev_049
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000209,2978,IN-North,fresh_dev_050
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000210,3020,IN-South,fresh_dev_051
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000211,3062,IN-North,fresh_dev_052
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000212,3104,IN-South,fresh_dev_053
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000213,3146,IN-North,fresh_dev_054
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000214,3188,IN-South,fresh_dev_055
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000215,3230,IN-North,fresh_dev_056
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000216,3272,IN-South,fresh_dev_057
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000217,3314,IN-North,fresh_dev_058
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000218,3356,IN-South,fresh_dev_059
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000219,3398,IN-North,fresh_dev_060
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000220,3440,IN-South,fresh_dev_061
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000221,3482,IN-North,fresh_dev_062
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000222,3524,IN-South,fresh_dev_063
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000223,3566,IN-North,fresh_dev_064
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000224,3608,IN-South,fresh_dev_065
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000225,3650,IN-North,fresh_dev_066
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000226,3692,IN-South,fresh_dev_067
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000227,3734,IN-North,fresh_dev_068
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000228,3776,IN-South,fresh_dev_069
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000229,3818,IN-North,fresh_dev_070
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000230,3860,IN-South,fresh_dev_071
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000231,3902,IN-North,fresh_dev_072
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000232,3944,IN-South,fresh_dev_073
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000233,3986,IN-North,fresh_dev_074
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000234,4028,IN-South,fresh_dev_075
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000235,4070,IN-North,fresh_dev_076
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000236,4112,IN-South,fresh_dev_077
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000237,4154,IN-North,fresh_dev_078
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000238,4196,IN-South,fresh_dev_079
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000239,4238,IN-North,fresh_dev_080
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000240,4280,IN-South,fresh_dev_001
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000241,4322,IN-North,fresh_dev_002
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000242,4364,IN-South,fresh_dev_003
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000243,4406,IN-North,fresh_dev_004
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000244,4448,IN-South,fresh_dev_005
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000245,4490,IN-North,fresh_dev_006
fresh_normal_alpha,order_created,FRESH-ORD-fresh_normal_alpha-000246,4532,IN-South,fresh_dev_007
fresh_normal_alpha,shipment_updated,FRESH-ORD-fresh_normal_alpha-000247,4574,IN-North,fresh_dev_008
